Time,Precipitation
0000 27 Jun 2010,1.262778
0000 28 Jun 2010,0.08321773
0000 29 Jun 2010,0.0245389
0000 30 Jun 2010,0.1327721
0000 1 Jul 2010,0.002673595
0000 2 Jul 2010,5.38312
0000 3 Jul 2010,0.2820528
0000 4 Jul 2010,3.745776
0000 5 Jul 2010,4.802578
0000 6 Jul 2010,0.6134508
0000 7 Jul 2010,9.450307
0000 8 Jul 2010,2.124147
0000 9 Jul 2010,2.296829
0000 10 Jul 2010,0.6804707
0000 11 Jul 2010,0.187485
0000 12 Jul 2010,10.69205
0000 13 Jul 2010,1.211305
0000 14 Jul 2010,3.078559
0000 15 Jul 2010,1.591112
0000 16 Jul 2010,25.61493
0000 17 Jul 2010,3.414459
0000 18 Jul 2010,0.0
0000 19 Jul 2010,0.0
0000 20 Jul 2010,0.0
0000 21 Jul 2010,0.0
0000 22 Jul 2010,0.0
0000 23 Jul 2010,0.0
0000 24 Jul 2010,0.0
0000 25 Jul 2010,0.1076799
0000 26 Jul 2010,0.484973
0000 27 Jul 2010,0.4951289
0000 28 Jul 2010,0.1932728
0000 29 Jul 2010,0.0
0000 30 Jul 2010,0.2749592
0000 31 Jul 2010,0.4602648
0000 1 Aug 2010,3.961662
0000 2 Aug 2010,1.369288
0000 3 Aug 2010,0.8460886
0000 4 Aug 2010,0.7941
0000 5 Aug 2010,0.0
0000 6 Aug 2010,0.3679432
0000 7 Aug 2010,0.006866862
0000 8 Aug 2010,1.797344
0000 9 Aug 2010,0.08701251
0000 10 Aug 2010,0.0
0000 11 Aug 2010,0.09896408
0000 12 Aug 2010,0.0
0000 13 Aug 2010,0.4617218
0000 14 Aug 2010,0.1345519
0000 15 Aug 2010,0.8289768
0000 16 Aug 2010,0.3385272
0000 17 Aug 2010,0.0
0000 18 Aug 2010,0.1089982
0000 19 Aug 2010,0.09093429
0000 20 Aug 2010,5.124381
0000 21 Aug 2010,0.05732256
0000 22 Aug 2010,0.0
0000 23 Aug 2010,0.0
0000 24 Aug 2010,0.0
0000 25 Aug 2010,0.0
0000 26 Aug 2010,0.4255687
0000 27 Aug 2010,0.2278861
0000 28 Aug 2010,0.02799003
0000 29 Aug 2010,0.345068
0000 30 Aug 2010,0.2107817
0000 31 Aug 2010,1.149097
0000 1 Sep 2010,2.539963
0000 2 Sep 2010,11.15425
0000 3 Sep 2010,1.388643
0000 4 Sep 2010,0.2113418
0000 5 Sep 2010,1.285651
0000 6 Sep 2010,1.534745
0000 7 Sep 2010,1.353993
0000 8 Sep 2010,1.386082
0000 9 Sep 2010,0.1398076
0000 10 Sep 2010,0.0
0000 11 Sep 2010,0.0
0000 12 Sep 2010,1.052359
0000 13 Sep 2010,0.0
0000 14 Sep 2010,2.207765
0000 15 Sep 2010,1.434178
0000 16 Sep 2010,4.09418
0000 17 Sep 2010,0.02235802
0000 18 Sep 2010,0.2695376
0000 19 Sep 2010,0.1970467
0000 20 Sep 2010,4.745022
0000 21 Sep 2010,0.2524894
0000 22 Sep 2010,2.437284
0000 23 Sep 2010,1.118218
0000 24 Sep 2010,3.846003
0000 25 Sep 2010,0.2688661
0000 26 Sep 2010,7.456565
0000 27 Sep 2010,1.827672
0000 28 Sep 2010,10.76116
0000 29 Sep 2010,5.275864
0000 30 Sep 2010,2.112654
0000 1 Oct 2010,7.914793
0000 2 Oct 2010,2.483919
0000 3 Oct 2010,20.65227
0000 4 Oct 2010,18.57446
0000 5 Oct 2010,2.452882
0000 6 Oct 2010,3.886136
0000 7 Oct 2010,0.2707527
0000 8 Oct 2010,0.7747556
0000 9 Oct 2010,0.9746395
0000 10 Oct 2010,0.2640199
0000 11 Oct 2010,0.008067215
0000 12 Oct 2010,0.0
0000 13 Oct 2010,0.0
0000 14 Oct 2010,0.0
0000 15 Oct 2010,0.0
0000 16 Oct 2010,0.3559402
0000 17 Oct 2010,1.0998
0000 18 Oct 2010,6.319315
0000 19 Oct 2010,3.532767
0000 20 Oct 2010,0.2764187
0000 21 Oct 2010,0.2212057
0000 22 Oct 2010,9.237329
0000 23 Oct 2010,0.4111756
0000 24 Oct 2010,6.767927
0000 25 Oct 2010,10.32672
0000 26 Oct 2010,7.561265
0000 27 Oct 2010,6.108362
0000 28 Oct 2010,15.27178
0000 29 Oct 2010,3.396046
0000 30 Oct 2010,2.484736
0000 31 Oct 2010,1.231798
0000 1 Nov 2010,3.752996
0000 2 Nov 2010,1.784792
0000 3 Nov 2010,2.355523
0000 4 Nov 2010,1.057556
0000 5 Nov 2010,3.001371
0000 6 Nov 2010,5.887639
0000 7 Nov 2010,0.4347448
0000 8 Nov 2010,2.680001
0000 9 Nov 2010,4.478852
0000 10 Nov 2010,12.95904
0000 11 Nov 2010,25.65388
0000 12 Nov 2010,33.51679
0000 13 Nov 2010,5.593688
0000 14 Nov 2010,3.260786
0000 15 Nov 2010,13.00604
0000 16 Nov 2010,17.53885
0000 17 Nov 2010,12.22717
0000 18 Nov 2010,4.724226
0000 19 Nov 2010,7.953129
0000 20 Nov 2010,3.307644
0000 21 Nov 2010,7.617641
0000 22 Nov 2010,16.17834
0000 23 Nov 2010,4.40815
0000 24 Nov 2010,7.422457
0000 25 Nov 2010,10.04807
0000 26 Nov 2010,13.84392
0000 27 Nov 2010,10.11963
0000 28 Nov 2010,14.63734
0000 29 Nov 2010,4.393713
0000 30 Nov 2010,3.204063
0000 1 Dec 2010,2.881051
0000 2 Dec 2010,5.282755
0000 3 Dec 2010,3.329058
0000 4 Dec 2010,10.9117
0000 5 Dec 2010,1.070413
0000 6 Dec 2010,0.02677237
0000 7 Dec 2010,0.3098048
0000 8 Dec 2010,0.2368188
0000 9 Dec 2010,4.174694
0000 10 Dec 2010,2.597303
0000 11 Dec 2010,2.431169
0000 12 Dec 2010,1.137468
0000 13 Dec 2010,8.172498
0000 14 Dec 2010,4.520005
0000 15 Dec 2010,11.84351
0000 16 Dec 2010,11.86337
0000 17 Dec 2010,2.879125
0000 18 Dec 2010,9.268658
0000 19 Dec 2010,12.69868
0000 20 Dec 2010,5.129834
0000 21 Dec 2010,4.006125
0000 22 Dec 2010,0.0
0000 23 Dec 2010,11.9758
0000 24 Dec 2010,5.109936
0000 25 Dec 2010,0.3891882
0000 26 Dec 2010,5.444404
0000 27 Dec 2010,1.060578
0000 28 Dec 2010,0.5068547
0000 29 Dec 2010,1.100407
0000 30 Dec 2010,0.08453017
0000 31 Dec 2010,3.363474
0000 1 Jan 2011,0.5013766
0000 2 Jan 2011,0.7525285
0000 3 Jan 2011,4.337193
0000 4 Jan 2011,16.48293
0000 5 Jan 2011,1.764753
0000 6 Jan 2011,1.204795
0000 7 Jan 2011,2.45434
0000 8 Jan 2011,7.779582
0000 9 Jan 2011,1.799408
0000 10 Jan 2011,1.920536
0000 11 Jan 2011,1.234738
0000 12 Jan 2011,0.4367248
0000 13 Jan 2011,0.08479391
0000 14 Jan 2011,0.227629
0000 15 Jan 2011,0.0
0000 16 Jan 2011,0.0
0000 17 Jan 2011,0.1905112
0000 18 Jan 2011,2.455189
0000 19 Jan 2011,1.444459
0000 20 Jan 2011,0.4428269
0000 21 Jan 2011,0.2891627
0000 22 Jan 2011,0.3410438
0000 23 Jan 2011,4.249509
0000 24 Jan 2011,0.0
0000 25 Jan 2011,0.01390625
0000 26 Jan 2011,0.0
0000 27 Jan 2011,3.038109
0000 28 Jan 2011,0.2314994
0000 29 Jan 2011,6.045019
0000 30 Jan 2011,0.002091098
0000 31 Jan 2011,0.09664373
0000 1 Feb 2011,1.147941
0000 2 Feb 2011,0.3318652
0000 3 Feb 2011,0.4246546
0000 4 Feb 2011,0.0
0000 5 Feb 2011,0.1759039
0000 6 Feb 2011,7.813884
0000 7 Feb 2011,24.06566
0000 8 Feb 2011,10.04949
0000 9 Feb 2011,6.200365
0000 10 Feb 2011,1.022431
0000 11 Feb 2011,3.646898
0000 12 Feb 2011,8.650808
0000 13 Feb 2011,5.247876
0000 14 Feb 2011,13.27458
0000 15 Feb 2011,11.81306
0000 16 Feb 2011,1.957055
0000 17 Feb 2011,11.09858
0000 18 Feb 2011,1.250678
0000 19 Feb 2011,0.7568414
0000 20 Feb 2011,0.2355734
0000 21 Feb 2011,4.638491
0000 22 Feb 2011,2.878877
0000 23 Feb 2011,3.792191
0000 24 Feb 2011,12.0028
0000 25 Feb 2011,12.22963
0000 26 Feb 2011,0.03401819
0000 27 Feb 2011,0.07893272
0000 28 Feb 2011,0.5813993
0000 1 Mar 2011,7.635977
0000 2 Mar 2011,9.376313
0000 3 Mar 2011,5.23753
0000 4 Mar 2011,0.04537167
0000 5 Mar 2011,9.466933
0000 6 Mar 2011,0.0
0000 7 Mar 2011,4.622296
0000 8 Mar 2011,0.09131745
0000 9 Mar 2011,5.623981
0000 10 Mar 2011,5.140262
0000 11 Mar 2011,0.1411067
0000 12 Mar 2011,1.71648
0000 13 Mar 2011,0.2437204
0000 14 Mar 2011,0.10953
0000 15 Mar 2011,1.366915
0000 16 Mar 2011,1.847577
0000 17 Mar 2011,0.8979819
0000 18 Mar 2011,4.972638
0000 19 Mar 2011,5.157007
0000 20 Mar 2011,7.467872
0000 21 Mar 2011,11.27595
0000 22 Mar 2011,3.871849
0000 23 Mar 2011,13.13539
0000 24 Mar 2011,2.20532
0000 25 Mar 2011,2.235067
0000 26 Mar 2011,1.635101
0000 27 Mar 2011,1.08151
0000 28 Mar 2011,0.1415277
0000 29 Mar 2011,0.3754702
0000 30 Mar 2011,0.001607141
0000 31 Mar 2011,0.6155744
0000 1 Apr 2011,0.6588657
0000 2 Apr 2011,0.7729475
0000 3 Apr 2011,0.7922025
0000 4 Apr 2011,0.2622666
0000 5 Apr 2011,0.4917888
0000 6 Apr 2011,23.56288
0000 7 Apr 2011,5.566636
0000 8 Apr 2011,2.281245
0000 9 Apr 2011,15.6672
0000 10 Apr 2011,11.813
0000 11 Apr 2011,23.55048
0000 12 Apr 2011,7.640993
0000 13 Apr 2011,15.37245
0000 14 Apr 2011,1.641959
0000 15 Apr 2011,19.04029
0000 16 Apr 2011,10.46338
0000 17 Apr 2011,4.858543
0000 18 Apr 2011,4.398007
0000 19 Apr 2011,18.51908
0000 20 Apr 2011,10.64017
0000 21 Apr 2011,10.88919
0000 22 Apr 2011,14.51852
0000 23 Apr 2011,5.827223
0000 24 Apr 2011,1.212921
0000 25 Apr 2011,1.731763
0000 26 Apr 2011,1.982302
0000 27 Apr 2011,14.87932
0000 28 Apr 2011,2.741963
0000 29 Apr 2011,0.1165413
0000 30 Apr 2011,1.95487
0000 1 May 2011,10.36871
0000 2 May 2011,5.401634
0000 3 May 2011,1.201089
0000 4 May 2011,4.168897
0000 5 May 2011,0.00142566
0000 6 May 2011,0.006300513
0000 7 May 2011,0.2355287
0000 8 May 2011,0.6876283
0000 9 May 2011,13.98779
0000 10 May 2011,0.7862973
0000 11 May 2011,0.6883358
0000 12 May 2011,0.457405
0000 13 May 2011,0.03389261
0000 14 May 2011,16.33261
0000 15 May 2011,4.069442
0000 16 May 2011,7.732085
0000 17 May 2011,1.994057
0000 18 May 2011,0.155502
0000 19 May 2011,0.01003583
0000 20 May 2011,0.005229634
0000 21 May 2011,0.0
0000 22 May 2011,2.77282
0000 23 May 2011,12.85097
0000 24 May 2011,0.05728082
0000 25 May 2011,1.014029
0000 26 May 2011,2.430424
0000 27 May 2011,2.327142
0000 28 May 2011,2.19189
0000 29 May 2011,0.4391519
0000 30 May 2011,2.368874
0000 31 May 2011,0.3543948
0000 1 Jun 2011,2.290761
0000 2 Jun 2011,0.742753
0000 3 Jun 2011,16.73007
0000 4 Jun 2011,5.564476
0000 5 Jun 2011,0.7616748
0000 6 Jun 2011,0.04089763
0000 7 Jun 2011,1.600776
0000 8 Jun 2011,0.04652279
0000 9 Jun 2011,0.004521506
0000 10 Jun 2011,0.2389145
0000 11 Jun 2011,0.3130804
0000 12 Jun 2011,0.6957449
0000 13 Jun 2011,0.6794043
0000 14 Jun 2011,1.201935
0000 15 Jun 2011,0.05467581
0000 16 Jun 2011,0.3142518
0000 17 Jun 2011,0.0
0000 18 Jun 2011,0.5661433
0000 19 Jun 2011,0.5425634
0000 20 Jun 2011,0.5257161
0000 21 Jun 2011,0.3222837
0000 22 Jun 2011,0.9549591
0000 23 Jun 2011,0.5459619
0000 24 Jun 2011,0.880451
0000 25 Jun 2011,3.43622
0000 26 Jun 2011,0.3682822
0000 27 Jun 2011,0.9539542
0000 28 Jun 2011,0.0
0000 29 Jun 2011,0.0
0000 30 Jun 2011,1.237623
0000 1 Jul 2011,12.09555
0000 2 Jul 2011,4.461285
0000 3 Jul 2011,0.7816806
0000 4 Jul 2011,0.7644281
0000 5 Jul 2011,0.3174919
0000 6 Jul 2011,3.836119
0000 7 Jul 2011,5.451883
0000 8 Jul 2011,0.5020424
0000 9 Jul 2011,0.01173213
0000 10 Jul 2011,0.4350748
0000 11 Jul 2011,1.519414
0000 12 Jul 2011,1.678729
0000 13 Jul 2011,1.347285
0000 14 Jul 2011,0.8375558
0000 15 Jul 2011,2.316374
0000 16 Jul 2011,18.31342
0000 17 Jul 2011,0.7467577
0000 18 Jul 2011,0.1806933
0000 19 Jul 2011,0.3384385
0000 20 Jul 2011,0.0
0000 21 Jul 2011,0.06373977
0000 22 Jul 2011,0.06187979
0000 23 Jul 2011,2.385008
0000 24 Jul 2011,0.4854931
0000 25 Jul 2011,0.7490234
0000 26 Jul 2011,0.03726517
0000 27 Jul 2011,0.003887699
0000 28 Jul 2011,0.2259222
0000 29 Jul 2011,5.575726
0000 30 Jul 2011,18.03859
0000 31 Jul 2011,2.667856
0000 1 Aug 2011,11.16596
0000 2 Aug 2011,4.052334
0000 3 Aug 2011,0.1398474
0000 4 Aug 2011,0.01032738
0000 5 Aug 2011,1.989226
0000 6 Aug 2011,0.002160744
0000 7 Aug 2011,0.0
0000 8 Aug 2011,0.0
0000 9 Aug 2011,0.1338224
0000 10 Aug 2011,0.2401446
0000 11 Aug 2011,0.1000085
0000 12 Aug 2011,0.2246669
0000 13 Aug 2011,0.1379105
0000 14 Aug 2011,0.02360622
0000 15 Aug 2011,0.288429
0000 16 Aug 2011,0.8956141
0000 17 Aug 2011,0.008812778
0000 18 Aug 2011,0.2244857
0000 19 Aug 2011,0.02254275
0000 20 Aug 2011,1.389526
0000 21 Aug 2011,0.7786241
0000 22 Aug 2011,4.135027
0000 23 Aug 2011,0.6719552
0000 24 Aug 2011,2.476098
0000 25 Aug 2011,0.0
0000 26 Aug 2011,0.0
0000 27 Aug 2011,0.049532
0000 28 Aug 2011,0.2211421
0000 29 Aug 2011,0.4015391
0000 30 Aug 2011,0.0
0000 31 Aug 2011,0.03834204
0000 1 Sep 2011,0.4017496
0000 2 Sep 2011,0.002516671
0000 3 Sep 2011,0.0
0000 4 Sep 2011,0.0
0000 5 Sep 2011,0.0
0000 6 Sep 2011,0.0
0000 7 Sep 2011,0.2317367
0000 8 Sep 2011,0.0324668
0000 9 Sep 2011,15.81623
0000 10 Sep 2011,3.90092
0000 11 Sep 2011,9.041651
0000 12 Sep 2011,1.283337
0000 13 Sep 2011,0.1425189
0000 14 Sep 2011,0.0
0000 15 Sep 2011,0.9065413
0000 16 Sep 2011,0.07676604
0000 17 Sep 2011,0.5992638
0000 18 Sep 2011,2.976787
0000 19 Sep 2011,3.583704
0000 20 Sep 2011,0.04611156
0000 21 Sep 2011,0.0
0000 22 Sep 2011,0.0
0000 23 Sep 2011,0.2092051
0000 24 Sep 2011,2.38926
0000 25 Sep 2011,4.35204
0000 26 Sep 2011,1.649336
0000 27 Sep 2011,0.1587091
0000 28 Sep 2011,0.02939383
0000 29 Sep 2011,0.04570166
0000 30 Sep 2011,0.1128304
0000 1 Oct 2011,0.63459
0000 2 Oct 2011,1.653622
0000 3 Oct 2011,3.29785
0000 4 Oct 2011,17.58319
0000 5 Oct 2011,2.67159
0000 6 Oct 2011,17.87037
0000 7 Oct 2011,1.047723
0000 8 Oct 2011,4.277743
0000 9 Oct 2011,5.57443
0000 10 Oct 2011,1.327431
0000 11 Oct 2011,5.358249
0000 12 Oct 2011,17.99566
0000 13 Oct 2011,2.878147
0000 14 Oct 2011,4.811675
0000 15 Oct 2011,6.4022
0000 16 Oct 2011,7.104527
0000 17 Oct 2011,7.124499
0000 18 Oct 2011,4.590923
0000 19 Oct 2011,0.07135096
0000 20 Oct 2011,1.057262
0000 21 Oct 2011,0.5006664
0000 22 Oct 2011,0.1750163
0000 23 Oct 2011,0.5915772
0000 24 Oct 2011,0.06080355
0000 25 Oct 2011,3.054531
0000 26 Oct 2011,1.904646
0000 27 Oct 2011,0.06509955
0000 28 Oct 2011,2.242883
0000 29 Oct 2011,3.803869
0000 30 Oct 2011,1.504803
0000 31 Oct 2011,0.4139467
0000 1 Nov 2011,0.0
0000 2 Nov 2011,0.1883169
0000 3 Nov 2011,0.4526873
0000 4 Nov 2011,9.490199
0000 5 Nov 2011,0.0
0000 6 Nov 2011,4.952977
0000 7 Nov 2011,19.76305
0000 8 Nov 2011,30.52361
0000 9 Nov 2011,66.06671
0000 10 Nov 2011,0.5262623
0000 11 Nov 2011,16.1097
0000 12 Nov 2011,26.97629
0000 13 Nov 2011,4.029428
0000 14 Nov 2011,2.3839
0000 15 Nov 2011,0.7519592
0000 16 Nov 2011,2.131846
0000 17 Nov 2011,8.103667
0000 18 Nov 2011,5.644232
0000 19 Nov 2011,6.520858
0000 20 Nov 2011,0.9651322
0000 21 Nov 2011,1.076216
0000 22 Nov 2011,6.986872
0000 23 Nov 2011,1.594548
0000 24 Nov 2011,4.811412
0000 25 Nov 2011,2.459735
0000 26 Nov 2011,6.48169
0000 27 Nov 2011,8.38546
0000 28 Nov 2011,1.868296
0000 29 Nov 2011,7.522042
0000 30 Nov 2011,1.653177
0000 1 Dec 2011,3.124362
0000 2 Dec 2011,4.381702
0000 3 Dec 2011,4.669524
0000 4 Dec 2011,3.345561
0000 5 Dec 2011,4.305612
0000 6 Dec 2011,7.204716
0000 7 Dec 2011,8.810941
0000 8 Dec 2011,24.93628
0000 9 Dec 2011,1.265027
0000 10 Dec 2011,1.222993
0000 11 Dec 2011,0.2989428
0000 12 Dec 2011,0.5311213
0000 13 Dec 2011,13.14474
0000 14 Dec 2011,8.682377
0000 15 Dec 2011,5.722402
0000 16 Dec 2011,
0000 17 Dec 2011,
0000 18 Dec 2011,3.48782
0000 19 Dec 2011,4.53423
0000 20 Dec 2011,4.659804
0000 21 Dec 2011,1.245304
0000 22 Dec 2011,0.0
0000 23 Dec 2011,0.0
0000 24 Dec 2011,0.3309471
0000 25 Dec 2011,0.1163054
0000 26 Dec 2011,0.0
0000 27 Dec 2011,0.2286686
0000 28 Dec 2011,0.2282518
0000 29 Dec 2011,0.4292133
0000 30 Dec 2011,0.4354738
0000 31 Dec 2011,0.003427327
0000 1 Jan 2012,0.0
0000 2 Jan 2012,0.0
0000 3 Jan 2012,14.98525
0000 4 Jan 2012,8.275815
0000 5 Jan 2012,2.628133
0000 6 Jan 2012,11.49014
0000 7 Jan 2012,2.595281
0000 8 Jan 2012,10.81784
0000 9 Jan 2012,5.341135
0000 10 Jan 2012,0.0
0000 11 Jan 2012,2.606173
0000 12 Jan 2012,1.312493
0000 13 Jan 2012,0.7998618
0000 14 Jan 2012,0.4170343
0000 15 Jan 2012,0.5797753
0000 16 Jan 2012,0.3711054
0000 17 Jan 2012,6.568005
0000 18 Jan 2012,10.85539
0000 19 Jan 2012,12.0728
0000 20 Jan 2012,5.687361
0000 21 Jan 2012,9.479854
0000 22 Jan 2012,4.225421
0000 23 Jan 2012,12.48256
0000 24 Jan 2012,4.031878
0000 25 Jan 2012,10.37703
0000 26 Jan 2012,1.415815
0000 27 Jan 2012,0.6981971
0000 28 Jan 2012,0.8573046
0000 29 Jan 2012,0.5309368
0000 30 Jan 2012,7.967646
0000 31 Jan 2012,0.7167189
0000 1 Feb 2012,0.6084719
0000 2 Feb 2012,1.051251
0000 3 Feb 2012,0.4197798
0000 4 Feb 2012,1.271701
0000 5 Feb 2012,0.4001065
0000 6 Feb 2012,1.802074
0000 7 Feb 2012,6.383438
0000 8 Feb 2012,1.775066
0000 9 Feb 2012,11.43806
0000 10 Feb 2012,0.4944807
0000 11 Feb 2012,0.938441
0000 12 Feb 2012,3.424037
0000 13 Feb 2012,0.9058592
0000 14 Feb 2012,0.8723948
0000 15 Feb 2012,1.2253
0000 16 Feb 2012,0.1547216
0000 17 Feb 2012,8.261851
0000 18 Feb 2012,1.345982
0000 19 Feb 2012,1.065826
0000 20 Feb 2012,2.344288
0000 21 Feb 2012,3.464522
0000 22 Feb 2012,0.4712763
0000 23 Feb 2012,2.330901
0000 24 Feb 2012,0.156125
0000 25 Feb 2012,9.680519
0000 26 Feb 2012,1.419916
0000 27 Feb 2012,5.900237
0000 28 Feb 2012,
0000 29 Feb 2012,
0000 1 Mar 2012,0.6790352
0000 2 Mar 2012,1.457341
0000 3 Mar 2012,1.993064
0000 4 Mar 2012,1.851498
0000 5 Mar 2012,0.4712684
0000 6 Mar 2012,9.177645
0000 7 Mar 2012,0.5554774
0000 8 Mar 2012,0.1846568
0000 9 Mar 2012,0.5067167
0000 10 Mar 2012,0.1047239
0000 11 Mar 2012,3.099598
0000 12 Mar 2012,0.648447
0000 13 Mar 2012,2.924006
0000 14 Mar 2012,1.093024
0000 15 Mar 2012,0.6859591
0000 16 Mar 2012,1.46725
0000 17 Mar 2012,1.45639
0000 18 Mar 2012,0.04348586
0000 19 Mar 2012,11.04694
0000 20 Mar 2012,7.773668
0000 21 Mar 2012,2.420348
0000 22 Mar 2012,3.843983
0000 23 Mar 2012,1.159607
0000 24 Mar 2012,10.9445
0000 25 Mar 2012,9.427844
0000 26 Mar 2012,2.405732
0000 27 Mar 2012,8.581596
0000 28 Mar 2012,0.002192521
0000 29 Mar 2012,0.4643719
0000 30 Mar 2012,0.1085538
0000 31 Mar 2012,1.322214
0000 1 Apr 2012,0.007212877
0000 2 Apr 2012,0.2639941
0000 3 Apr 2012,0.1455382
0000 4 Apr 2012,0.06455723
0000 5 Apr 2012,7.635904
0000 6 Apr 2012,21.89526
0000 7 Apr 2012,1.355769
0000 8 Apr 2012,15.48276
0000 9 Apr 2012,2.820676
0000 10 Apr 2012,3.019083
0000 11 Apr 2012,9.458938
0000 12 Apr 2012,6.362213
0000 13 Apr 2012,2.848368
0000 14 Apr 2012,0.2957265
0000 15 Apr 2012,2.033222
0000 16 Apr 2012,0.5363531
0000 17 Apr 2012,3.980122
0000 18 Apr 2012,15.04708
0000 19 Apr 2012,10.07727
0000 20 Apr 2012,5.41273
0000 21 Apr 2012,39.87304
0000 22 Apr 2012,5.780116
0000 23 Apr 2012,1.322561
0000 24 Apr 2012,1.486613
0000 25 Apr 2012,0.02027072
0000 26 Apr 2012,0.0
0000 27 Apr 2012,0.7361807
0000 28 Apr 2012,4.125738
0000 29 Apr 2012,4.581154
0000 30 Apr 2012,9.100078
0000 1 May 2012,9.660699
0000 2 May 2012,8.613158
0000 3 May 2012,2.790531
0000 4 May 2012,0.5408168
0000 5 May 2012,2.221166
0000 6 May 2012,2.804167
0000 7 May 2012,4.565077
0000 8 May 2012,0.2734389
0000 9 May 2012,0.5777924
0000 10 May 2012,0.08620028
0000 11 May 2012,0.6636796
0000 12 May 2012,0.5934345
0000 13 May 2012,0.3562756
0000 14 May 2012,0.2000542
0000 15 May 2012,1.894837
0000 16 May 2012,0.5436909
0000 17 May 2012,2.868323
0000 18 May 2012,0.02430449
0000 19 May 2012,1.657961
0000 20 May 2012,1.932148
0000 21 May 2012,0.9462451
0000 22 May 2012,2.040154
0000 23 May 2012,0.09705779
0000 24 May 2012,0.4024175
0000 25 May 2012,0.4037556
0000 26 May 2012,0.004170308
0000 27 May 2012,0.0
0000 28 May 2012,0.2308616
0000 29 May 2012,0.5169988
0000 30 May 2012,0.03858576
0000 31 May 2012,0.0
0000 1 Jun 2012,0.04120935
0000 2 Jun 2012,0.003367852
0000 3 Jun 2012,0.07672591
0000 4 Jun 2012,0.03185754
0000 5 Jun 2012,0.0
0000 6 Jun 2012,0.1574371
0000 7 Jun 2012,0.0
0000 8 Jun 2012,1.819902
0000 9 Jun 2012,0.6730495
0000 10 Jun 2012,0.4488059
0000 11 Jun 2012,0.002425885
0000 12 Jun 2012,0.1932063
0000 13 Jun 2012,0.1091485
0000 14 Jun 2012,0.1385543
0000 15 Jun 2012,0.0
0000 16 Jun 2012,0.4092015
0000 17 Jun 2012,2.176144
0000 18 Jun 2012,0.1791437
0000 19 Jun 2012,1.900538
0000 20 Jun 2012,7.162914
0000 21 Jun 2012,0.8263454
0000 22 Jun 2012,0.4373969
0000 23 Jun 2012,0.2162502
0000 24 Jun 2012,0.1835845
0000 25 Jun 2012,0.3630311
0000 26 Jun 2012,6.562736
0000 27 Jun 2012,0.3792598
0000 28 Jun 2012,0.7716985
0000 29 Jun 2012,0.7333745
0000 30 Jun 2012,2.002685
0000 1 Jul 2012,0.3048711
0000 2 Jul 2012,0.02389898
0000 3 Jul 2012,0.0724092
0000 4 Jul 2012,0.001849702
0000 5 Jul 2012,0.6615352
0000 6 Jul 2012,0.02080983
0000 7 Jul 2012,0.2311407
0000 8 Jul 2012,0.1870272
0000 9 Jul 2012,0.006505695
0000 10 Jul 2012,0.1154145
0000 11 Jul 2012,0.611126
0000 12 Jul 2012,0.2845111
0000 13 Jul 2012,0.2660819
0000 14 Jul 2012,3.202269
0000 15 Jul 2012,1.411722
0000 16 Jul 2012,0.5814914
0000 17 Jul 2012,0.6574395
0000 18 Jul 2012,0.5788417
0000 19 Jul 2012,0.8947804
0000 20 Jul 2012,0.00110339
0000 21 Jul 2012,0.0
0000 22 Jul 2012,0.0
0000 23 Jul 2012,1.589553
0000 24 Jul 2012,0.4632604
0000 25 Jul 2012,0.02979115
0000 26 Jul 2012,0.0
0000 27 Jul 2012,0.0
0000 28 Jul 2012,0.3587413
0000 29 Jul 2012,0.285757
0000 30 Jul 2012,0.5290341
0000 31 Jul 2012,0.4321707
0000 1 Aug 2012,0.08304344
0000 2 Aug 2012,0.01781697
0000 3 Aug 2012,0.006247757
0000 4 Aug 2012,0.2560492
0000 5 Aug 2012,0.2814484
0000 6 Aug 2012,0.1161944
0000 7 Aug 2012,0.0
0000 8 Aug 2012,0.0
0000 9 Aug 2012,0.03599456
0000 10 Aug 2012,0.0
0000 11 Aug 2012,0.009791253
0000 12 Aug 2012,0.1447369
0000 13 Aug 2012,10.022
0000 14 Aug 2012,3.200162
0000 15 Aug 2012,0.01084079
0000 16 Aug 2012,0.05358424
0000 17 Aug 2012,2.491488
0000 18 Aug 2012,0.6928559
0000 19 Aug 2012,0.01344277
0000 20 Aug 2012,0.03077101
0000 21 Aug 2012,0.008096304
0000 22 Aug 2012,0.0114468
0000 23 Aug 2012,1.800273
0000 24 Aug 2012,0.7237495
0000 25 Aug 2012,0.03184644
0000 26 Aug 2012,0.9723479
0000 27 Aug 2012,0.1557525
0000 28 Aug 2012,0.0753994
0000 29 Aug 2012,0.7190956
0000 30 Aug 2012,0.8781884
0000 31 Aug 2012,0.2135696
0000 1 Sep 2012,0.064976
0000 2 Sep 2012,0.1056482
0000 3 Sep 2012,0.06650224
0000 4 Sep 2012,0.03463295
0000 5 Sep 2012,0.1870103
0000 6 Sep 2012,8.8076387E-04
0000 7 Sep 2012,0.0
0000 8 Sep 2012,0.0
0000 9 Sep 2012,0.1556266
0000 10 Sep 2012,0.03590905
0000 11 Sep 2012,0.9315776
0000 12 Sep 2012,0.2781699
0000 13 Sep 2012,0.1183576
0000 14 Sep 2012,0.1028717
0000 15 Sep 2012,0.0
0000 16 Sep 2012,0.0
0000 17 Sep 2012,0.0
0000 18 Sep 2012,0.2933873
0000 19 Sep 2012,0.09351297
